,full address,NPI,Site Name,Address,Room/Suite,Town/City,CountyFIPS,County Name,State,Zip Code,Latitude,Longitude,Area code,Phone number,Designated Service,License Number/Facility Operating Certificate,PFI,Medicaid Provider Identification Number,Commercial Provider Indicator,Medicaid Provider Indicator,CHP Indicator,HARP Indicator,Medicaid Advantage Indicator,Partial CAPS Indicator,MAP Indicator,PACE Indicator,FIDA Indicator,FIDAIDD Indicator,HIVSNP Indicator=,SIP-PL Indicator,NYSOH Standard Essential Health Plan (EP) Indicator/Basic Health Program Indicator,NYSOH EP Plus Adult Vision/Dental Indicator/Basic Health Program Adult Indicator,Commercial Non-MCO Medical Indicator 1,Commercial Non-MCO Medical Indicator 2,Commercial Non-MCO Medical Indicator 3,Commercial Non-MCO Medical Indicator 4,Commercial Non-MCO Medical Indicator 5,Commercial Non-MCO Medical Indicator 6,Commercial Non-MCO Medical Indicator 7,Commercial Non-MCO Medical Indicator 8,Service 1,Service 2,Service 3,Service 4,Service 5,Service 6,Service 7,Service 8,Service 9,Service 10,Service 11,Service 12,Service 13,Service 14,Service 15,Service 16,Service 17,Service 18,Service 19,Service 20,Service 21,Service 22,Service 23,Service 24,Service 25,NYSoH Medical Network Indicator 1,NYSoH Medical Network Indicator 2,NYSoH Medical Network Indicator 3,NYSoH Medical Network Indicator 4,NYSoH Medical Network Indicator 5,NYSoH Medical Network Indicator 6,NYSoH Medical Network Indicator 7,NYSoH Medical Network Indicator 8,NYSoH Medical Network Indicator 9,Servicing County 1,Servicing County 2,Servicing County 3,Servicing County 4,Servicing County 5,OASAS Program Reporting Unit Number,OASAS Provider Number,OMH ID,Plan Name,Provider Network Data System Identification Number,Quarter/Year,geometry,type
493,"345 E 37TH ST, NEW YORK, NY 10016",1699073007,MIDTOWN MEDICAL,345 E 37TH ST,,NEW YORK,36061,New York,NY,10016,40.746173,-73.972932,516,6405882,823,99999999,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Oxford Health Plans (NY), Inc.: Metro",143,Quarter 1 2021,POINT (302286.0597816728 64352.2348699099),NPI-2
494,"345 W 42ND ST City Medical of West, NEW YORK, NY 10036",1548637937,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",345 W 42ND ST,City Medical of West,NEW YORK,36061,New York,NY,10036,40.758165,-73.991649,646,5180159,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (300705.1501213589 65683.60796528033),NPI-2
496,"347 STOCKHOLM ST, BROOKLYN, NY 11237",1043251390,PARK SLOPE EMERGENCY PHYS SVC,347 STOCKHOLM ST,,BROOKLYN,36047,Kings,NY,11237,40.70418,-73.918404,718,9637676,914,,,944927,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (306895.68118908466 59691.842184059045),NPI-2
497,"348 E 23RD ST, NEW YORK, NY 10010",1285975797,PROHEALTH URGENT CARE MEDICINE,348 E 23RD ST,,NEW YORK,36061,New York,NY,10010,40.737061,-73.9793,646,4499755,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (301748.478366819 63340.21118624785),NPI-2
500,"3494 JEROME AVE, BRONX, NY 10467",1649899832,CITYMD URGENT CARE,3494 JEROME AVE,,BRONX,36005,Bronx,NY,10467,40.882527,-73.881181,718,5719282,250,0,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Aetna Health Insurance Company of New York,5,Quarter 1 2021,POINT (310014.527299298 79500.74476679944),NPI-2
501,"350 5TH AVE, BROOKLYN, NY 11215",1205868528,SUNY DOWNSTATE MED CENTER,350 5TH AVE,,BROOKLYN,36047,Kings,NY,11215,40.671985,-73.984151,718,3309363,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (301340.0414210377 56113.55195788047),NPI-2
503,"350 LINWOOD ST, BROOKLYN, NY 11208",1710105200,QUEENS HOSPITAL CENTER,350 LINWOOD ST,,BROOKLYN,36047,Kings,NY,11208,40.677047,-73.883579,718,2358199,914,7003007H,,2997024,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,776,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (309842.75600396766 56682.11327989712),NPI-2
504,"3506 PARSONS BLVD, FLUSHING, NY 11354",1730213877,FLUSHING HOSP MED CTR/PROF FEES,3506 PARSONS BLVD,,FLUSHING,36081,Queens,NY,11354,40.765629,-73.823867,718,6704604,914,7003001H,,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (314871.28920989914 66527.41416090456),NPI-2
505,"3508 JUNCTION BLVD, CORONA, NY 11368",1124417134,QUICK SOLVE MED URGE NT CARE PLLC,3508 JUNCTION BLVD,,CORONA,36081,Queens,NY,11368,40.753058,-73.87183,917,8326999,823,0,999999,4146530,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Healthfirst Health Plan, Inc. / Healthfirst PHSP, Inc.",52,Quarter 1 2021,POINT (310823.7098365121 65124.38295540389),NPI-2
506,"3511 FARRINGTON ST, FLUSHING, NY 11354",1013960962,NYHMCQ EMERGENCY PRACTICE PLAN,3511 FARRINGTON ST,,FLUSHING,36081,Queens,NY,11354,40.763957,-73.831385,718,6701651,914,,,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (314236.88555183634 66340.49093178257),NPI-2
507,"3525 BAYCHESTER AVE 1, BRONX, NY 10466",1730454083,PARCARE COMMUNITY HEALTH NETWORK,3525 BAYCHESTER AVE,1,BRONX,36005,Bronx,NY,10466,40.88151,-73.839074,718,9630800,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.: QHP",149,Quarter 1 2021,POINT (313563.68132644705 79393.4807012624),NPI-2
508,"355 BARD AVE, STATEN ISLAND, NY 10310",1174835268,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVE,,STATEN ISLAND,36085,Richmond,NY,10310,40.635571,-74.106519,718,8184050,11,7004010H,1738,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,899,20,70,80,92,110,114,155,161,167,170,200,210,300,301,302,355,599,640,650,652,653,901,966,993,0,0,0,0,0,0,0,0,0,999,999,999,999,999,9999999999,9999999999,9999999999,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (290988.81298605836 52075.20636544078),NPI-2
509,"355 W 52ND ST, NEW YORK, NY 10019",1285826438,URGENT CARE WESTSIDE,355 W 52ND ST,,NEW YORK,36061,New York,NY,10019,40.764381,-73.986807,646,7542599,250,0,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Aetna Life Insurance Company: Savings Plus with Managed Pharmacy,225,Quarter 1 2021,POINT (301113.91338599 66373.93708464607),NPI-2
510,"3556 BROADWAY City Medical of West, NEW YORK, NY 10031",1962868372,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",3556 BROADWAY,City Medical of West,NEW YORK,36061,New York,NY,10031,40.826852,-73.949816,212,2714364,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (304233.2332105117 73312.42666756833),NPI-2
512,"356 W 125TH ST, NEW YORK, NY 10027",1033612437,CITY MEDICAL OF UPPER EAST SIDE,356 W 125TH ST,,NEW YORK,36061,New York,NY,10027,40.810756,-73.952927,646,6471267,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (303971.7665471833 71524.82588135015),NPI-2
513,"358 ARDEN AVE, STATEN ISLAND, NY 10312",1285975797,PRO-HEALTH URGENT CARE,358 ARDEN AVE,,STATEN ISLAND,36085,Richmond,NY,10312,40.551056,-74.189617,718,2277666,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Cigna Health and Life Insurance Company, Inc: Medical PPO Network",137,Quarter 1 2021,POINT (283938.69941190747 42702.00495633094),NPI-2
514,"359 2ND AVE, NEW YORK, NY 10010",1669578324,NYU LANGONE ORTHOPEDIC HOSPITAL,359 2ND AVE,,NEW YORK,36061,New York,NY,10010,40.736544,-73.982085,212,5986429,11,7002053H,1463,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,999,995,993,927,916,901,899,302,604,304,302,301,300,241,200,192,131,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Cigna Health and Life Insurance Company, Inc: Medical OAP Network",165,Quarter 1 2021,POINT (301513.2452682943 63282.74679722101),NPI-2
515,"3594 E TREMONT AVE, BRONX, NY 10465",1134137573,THROGGS NECK WALK IN CARE,3594 E TREMONT AVE,,BRONX,36005,Bronx,NY,10465,40.829126,-73.824984,718,5975800,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (314762.88632600306 73578.5089512623),NPI-2
516,"36 7TH AVE FL 2, NEW YORK, NY 10011",8888888888,ST LUKES ROOSEVELT HOSP CTR FOR COMPREHENSIVE CARE,36 7TH AVE,FL 2,NEW YORK,36061,New York,NY,10011,40.737804,-74.000441,212,5234000,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Delaware American Life Insurance Company: Cigna Lifesource Transplant,141,Quarter 1 2021,POINT (299962.7288283947 63422.510979682775),na - exempt or not present
518,"365 FLATBUSH AVE, BROOKLYN, NY 11238",1033536297,NORTHWELL HEALTH GOHEALTH URGENT CARE,365 FLATBUSH AVE,,BROOKLYN,36047,Kings,NY,11238,40.676717,-73.971917,347,8719485,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Cigna Health and Life Insurance Company, Inc: Medical Network POS",155,Quarter 1 2021,POINT (302374.26923304796 56639.29160886752),NPI-2
519,"366 KNICKERBOCKER AVE, BROOKLYN, NY 11237",1932590601,MODERN MD URGENT CARE,366 KNICKERBOCKER AVE,,BROOKLYN,36047,Kings,NY,11237,40.700418,-73.921491,646,6048160,823,0,999999,88888888,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,599,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (306635.17323475 59273.840410652745),NPI-2
520,"37 01 BROADWAY, ASTORIA, NY 11103",9999999999,NORTH SHORE - LIJ URGENT CARE,37 01 BROADWAY,,ASTORIA,36081,Queens,NY,11103,40.762609,-73.914904,929,2655990,914,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Nippon Life Insurance Company of America: Multiplan/PHCS,111,Quarter 1 2021,POINT (307185.15636267146 66180.5742465645),na - exempt or not present
522,"37 W 23RD ST City Medical of Flat, NEW YORK, NY 10010",1962787507,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",37 W 23RD ST,City Medical of Flat,NEW YORK,36061,New York,NY,10010,40.743549,-73.989049,646,5969267,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (300924.9030324026 64060.5453585152),NPI-2
524,"3701 BROADWAY, ASTORIA, NY 11103",1033536297,NORTHWELL HEALTH GOHEALTH URGENT CARE,3701 BROADWAY,,ASTORIA,36081,Queens,NY,11103,40.759766,-73.920338,929,2655990,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Delaware American Life Insurance Company: Cigna,140,Quarter 1 2021,POINT (306726.6175697362 65864.43087161142),NPI-2
525,"3712 82ND ST, JACKSON HEIGHTS, NY 11372",1942543889,MOUNT SINAI DOCTORS JACKSON HEIGHTS,3712 82ND ST,,JACKSON HEIGHTS,36081,Queens,NY,11372,40.748765,-73.884324,718,8791600,823,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,Oscar Insurance Corp.,75,Quarter 1 2021,POINT (309769.2437764617 64646.18164658896),NPI-2
526,"3715 23RD AVE, ASTORIA, NY 11105",1114172848,JPR URGENT MEDICAL CARE,3715 23RD AVE,,ASTORIA,36081,Queens,NY,11105,40.772051,-73.909325,347,8088803,823,99999999,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Oxford Health Plans (NY), Inc.: Metro",143,Quarter 1 2021,POINT (307655.13989500335 67229.56937494176),NPI-2
527,"3715 23RD ST, LONG ISLAND CIT, NY 11101",1336426667,STATCARE URGENT & WALKIN MEDICAL CARE PLLC,3715 23RD ST,,LONG ISLAND CIT,36081,Queens,NY,11101,40.757426,-73.936352,855,9367362,250,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Aetna Life Insurance Company: Savings Plus,4,Quarter 1 2021,POINT (305374.58821011457 65603.46904944252),NPI-2
528,"3726 JUNCTION BLVD, CORONA, NY 11368",1033612437,CITY MEDICAL OF UPPER EAST SIDE,3726 JUNCTION BLVD,,CORONA,36081,Queens,NY,11368,40.750423,-73.870354,718,5719310,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (310948.78856962116 64831.95403979285),NPI-2
529,"374 STOCKHOLM ST, BROOKLYN, NY 11237",1013960962,NYHMCQ EMERGENCY PRACTICE PLAN,374 STOCKHOLM ST,,BROOKLYN,36047,Kings,NY,11237,40.704611,-73.917507,718,9637676,914,7001035H,1318,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (306971.44168963213 59739.77505763026),NPI-2
530,"375 SEGUINE AVE, STATEN ISLAND, NY 10309",1417901323,PHYSICIANS OF UNIV HOSP-EMERG MED,375 SEGUINE AVE,,STATEN ISLAND,36085,Richmond,NY,10309,40.516736,-74.196697,718,2262100,914,7004003H,1737,2808139,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (283330.45245651325 38892.241925535534),NPI-2
531,"3750 3RD AVE Apt B, BRONX, NY 10456",1578098521,RH MEDICAL PROFESSIONAL PLLC,3750 3RD AVE,Apt B,BRONX,36005,Bronx,NY,10456,40.83627,-73.902447,718,5300051,823,,,4803563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (308227.8650351638 74361.67087988493),NPI-2
533,"3780 E TREMONT AVE, BRONX, NY 10465",1649899832,CITYMD URGENT CARE,3780 E TREMONT AVE,,BRONX,36005,Bronx,NY,10465,40.825381,-73.820982,646,5188248,250,0,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Delaware American Life Insurance Company: Aetna Passport,159,Quarter 1 2021,POINT (315101.3118041135 73163.31095917802),NPI-2
535,"380 2ND AVE, NEW YORK, NY 10010",1386954055,MEDRITE MEDICAL CARE,380 2ND AVE,,NEW YORK,36061,New York,NY,10010,40.737294,-73.981118,212,6954444,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (301594.9089035518 63366.05059354902),NPI-2
536,"380 88TH ST, BROOKLYN, NY 11209",1063636504,HEALTH CHECK,380 88TH ST,,BROOKLYN,36047,Kings,NY,11209,40.62139,-74.029464,718,7485482,823,99999999,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Oxford Health Plans (NY), Inc.: Metro",143,Quarter 1 2021,POINT (297506.90704359254 50495.39826648244),NPI-2
537,"380 HENRY ST, BROOKLYN, NY 11201",1205868528,SUNY DOWNSTATE MED CENTER,380 HENRY ST,,BROOKLYN,36047,Kings,NY,11201,40.688358,-73.997583,718,7802777,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (300204.29866309493 57931.61792316626),NPI-2
538,"3805 CHURCH AVE, BROOKLYN, NY 11203",1932648482,BIG APPLE MED URGENT CARE PPLC,3805 CHURCH AVE,,BROOKLYN,36047,Kings,NY,11203,40.651324,-73.941684,718,2870616,823,0,999999,4837587,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Healthfirst Health Plan, Inc. / Healthfirst PHSP, Inc.",52,Quarter 1 2021,POINT (304932.2001336838 53820.726048228404),NPI-2
539,"3808 14TH AVE, BROOKLYN, NY 11218",1205105004,BP IMMEDIATE MEDICAL CARE,3808 14TH AVE,,BROOKLYN,36047,Kings,NY,11218,40.639804,-73.983782,718,9722424,823,99999999,999999,3536963,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Healthfirst Health Plan, Inc. / Healthfirst PHSP, Inc.",52,Quarter 1 2021,POINT (301371.90857678157 52539.93680185449),NPI-2
540,"3839 FLATLANDS AVE, BROOKLYN, NY 11234",1205868528,SUNY DOWNSTATE MED CENTER,3839 FLATLANDS AVE,,BROOKLYN,36047,Kings,NY,11234,40.620963,-73.936054,718,2521117,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (305410.8358396078 50449.55443657016),NPI-2
542,"387 BEDFORD PARK BLVD Suite A, BRONX, NY 10458",1841607298,ESSEN MEDICAL URGICARE PLLC DBA METRO URGICARE PLL,387 BEDFORD PARK BLVD,Suite A,BRONX,36005,Bronx,NY,10458,40.867697,-73.883763,718,6387682,823,,,4003843,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,New York Quality Healthcare Corporation,44,Quarter 1 2021,POINT (309799.09185356274 77853.57123702738),NPI-2
544,"388 E FORDHAM RD City Medical of Ford, BRONX, NY 10458",1235686437,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",388 E FORDHAM RD,City Medical of Ford,BRONX,36005,Bronx,NY,10458,40.861693,-73.892177,718,4893553,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (309090.5886162812 77185.91570418875),NPI-2
547,"3894 ELTINGVILLE, STATEN ISLAND, NY 10312",1285975797,PROHEALTH URGENT CARE MEDICINE PLLC,3894 URGENT CARE ELTINGVILLE,,STATEN ISLAND,36085,Richmond,NY,10312,40.553482,-74.17037,347,6307985,823,,,6106376,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,New York Quality Healthcare Corporation,44,Quarter 1 2021,POINT (285569.5180621592 42968.0522573313),NPI-2
546,"3894 RICHMOND AVE, STATEN ISLAND, NY 10312",1285975797,ELTINGVILLE URGENT CARE,3894 RICHMOND AVE,,STATEN ISLAND,36085,Richmond,NY,10312,40.543041,-74.164191,347,6307985,823,0,999999,6106376,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Partners Health Plan,78,Quarter 1 2021,POINT (286090.715203861 41807.62272281849),NPI-2
